1.000000000000000021e-03|1.207000000000000028e+01|4.043000000000000114e+02|2.695000000000000000e+03|9.041000000000000000e+03|2.205000000000000000e+04|4.409000000000000000e+04|7.702000000000000000e+04|1.219000000000000000e+05|1.783000000000000000e+05|2.483000000000000000e+05|2.497000000000000000e+04|3.723000000000000000e+04|5.310000000000000000e+04|7.322000000000000000e+04|9.838000000000000000e+04|1.294000000000000000e+05|1.667000000000000000e+05|2.112000000000000000e+05|2.634000000000000000e+05|3.238000000000000000e+05|4.666000000000000000e+05|4.666000000000000000e+05|5.494000000000000000e+05|6.394000000000000000e+05|7.383000000000000000e+05|8.425000000000000000e+05|9.586000000000000000e+05|9.605000000000000000e+05|1.116000000000000000e+06|1.687000000000000000e+05|1.965000000000000000e+05|2.281000000000000000e+05|2.639000000000000000e+05|3.038000000000000000e+05|3.482000000000000000e+05|3.971000000000000000e+05|4.505000000000000000e+05|5.083000000000000000e+05|5.704000000000000000e+05|6.377000000000000000e+05|7.096000000000000000e+05|7.874000000000000000e+05|8.709000000000000000e+05|9.596000000000000000e+05|1.054000000000000000e+06|1.155000000000000000e+06|1.260000000000000000e+06|1.372000000000000000e+06|1.489000000000000000e+06|1.608000000000000000e+06|1.736000000000000000e+06|1.787000000000000000e+06|1.917000000000000000e+06|2.052000000000000000e+06|2.067000000000000000e+06|1.948000000000000000e+06|2.096000000000000000e+06|2.259000000000000000e+06|2.476000000000000000e+06|1.587000000000000000e+06|4.948000000000000000e+05|5.260000000000000000e+05|5.591000000000000000e+05|5.983000000000000000e+05|6.324000000000000000e+05|6.730000000000000000e+05|7.164000000000000000e+05|7.631000000000000000e+05|8.132000000000000000e+05|8.670000000000000000e+05|9.259000000000000000e+05|9.886000000000000000e+05|1.054000000000000000e+06|1.124000000000000000e+06|1.198000000000000000e+06|1.274000000000000000e+06|1.354000000000000000e+06|1.436000000000000000e+06|1.522000000000000000e+06|1.609000000000000000e+06|1.699000000000000000e+06|1.792000000000000000e+06|1.888000000000000000e+06|1.987000000000000000e+06|2.046000000000000000e+06|2.148000000000000000e+06|2.253000000000000000e+06|2.328000000000000000e+06|2.439000000000000000e+06|2.548000000000000000e+06|2.505000000000000000e+06|2.619000000000000000e+06|2.736000000000000000e+06|2.856000000000000000e+06|2.974000000000000000e+06|3.093000000000000000e+06|3.217000000000000000e+06|3.291000000000000000e+06|3.259000000000000000e+06|3.045000000000000000e+06
1.000999999999999937e-03|1.205305000000000248e+01|4.037142000000000621e+02|2.691147200000000339e+03|9.028296000000000276e+03|2.201942400000000271e+04|4.402976000000000204e+04|7.691632000000000698e+04|1.217385000000000146e+05|1.780682400000000198e+05|2.479820800000000163e+05|2.490628571428572104e+04|3.715154929577465373e+04|5.302984000000000378e+04|7.312352000000000407e+04|9.825060000000000582e+04|1.292300200000000186e+05|1.664816600000000326e+05|2.109241600000000326e+05|2.630573200000000070e+05|3.233804000000000233e+05|4.660002000000000698e+05|4.660002000000000698e+05|5.486974000000000233e+05|6.385864000000000233e+05|7.373678000000000466e+05|8.414456000000000931e+05|9.574062000000000698e+05|9.580000000000001164e+05|1.113208510638298001e+06|1.683100000000000291e+05|1.960767857142857392e+05|2.276417475728155696e+05|2.634033333333333721e+05|3.032641414141414571e+05|3.477694000000000233e+05|3.966100000000000582e+05|4.499450000000000582e+05|5.076752000000000698e+05|5.697002000000000698e+05|6.369188000000000466e+05|7.087320000000001164e+05|7.864384000000000233e+05|8.698384000000001397e+05|9.584330000000001164e+05|1.052721200000000186e+06|1.153601400000000140e+06|1.258479600000000093e+06|1.370350200000000186e+06|1.487215800000000047e+06|1.606083400000000140e+06|1.733939600000000093e+06|1.783333333333333489e+06|1.913142857142857509e+06|2.048152777777778218e+06|2.062906250000000233e+06|1.943903225806451868e+06|2.091733333333333721e+06|2.254494382022472098e+06|2.471052173913043924e+06|1.605499999999997905e+06|4.938846153846154339e+05|5.250717948717949912e+05|5.581412698412699392e+05|5.973146067415730795e+05|6.313719298245614627e+05|6.719311594202899141e+05|7.152839506172840483e+05|7.619401069518717704e+05|8.119872037914693356e+05|8.660420000000001164e+05|9.248758000000000466e+05|9.875056000000000931e+05|1.052833400000000140e+06|1.122755400000000140e+06|1.196673000000000000e+06|1.272589800000000047e+06|1.352503600000000093e+06|1.434415000000000233e+06|1.520322400000000140e+06|1.607230200000000186e+06|1.697135400000000140e+06|1.790037400000000140e+06|1.885936600000000093e+06|1.984833200000000186e+06|2.042380952380952658e+06|2.144255319148936309e+06|2.249243243243243545e+06|2.323857142857143190e+06|2.434769230769230984e+06|2.543839506172840018e+06|2.500000000000000466e+06|2.614454545454545878e+06|2.731357142857143190e+06|2.851339285714285914e+06|2.969257575757576153e+06|3.088108108108108398e+06|3.212090090090090409e+06|3.286274809160305653e+06|3.254062500000000466e+06|3.041000000000000000e+06
1.002000000000000069e-03|1.203609999999999935e+01|4.031283999999999992e+02|2.687294399999999769e+03|9.015591999999998734e+03|2.198884799999999814e+04|4.396951999999999680e+04|7.681263999999999942e+04|1.215769999999999854e+05|1.778364799999999814e+05|2.476641599999999744e+05|2.484257142857142389e+04|3.707309859154929291e+04|5.295967999999999302e+04|7.302703999999999360e+04|9.812119999999999709e+04|1.290600399999999936e+05|1.662633199999999779e+05|2.106483199999999779e+05|2.627146399999999558e+05|3.229607999999999884e+05|4.654003999999999651e+05|4.654003999999999651e+05|5.479947999999999302e+05|6.377727999999999302e+05|7.364355999999999767e+05|8.403911999999999534e+05|9.562123999999999069e+05|9.554999999999997672e+05|1.110417021276595537e+06|1.679199999999999709e+05|1.956535714285714203e+05|2.271834951456310519e+05|2.629066666666666279e+05|3.027282828282827977e+05|3.473387999999999884e+05|3.961200000000000000e+05|4.493900000000000000e+05|5.070503999999999651e+05|5.690004000000000233e+05|6.361375999999999767e+05|7.078640000000000000e+05|7.854767999999999302e+05|8.687767999999999302e+05|9.572660000000000000e+05|1.051442399999999907e+06|1.152202800000000047e+06|1.256959199999999953e+06|1.368700399999999907e+06|1.485431599999999860e+06|1.604166799999999814e+06|1.731879199999999953e+06|1.779666666666666511e+06|1.909285714285714086e+06|2.044305555555555271e+06|2.058812499999999767e+06|1.939806451612903038e+06|2.087466666666666511e+06|2.249988764044943731e+06|2.466104347826086916e+06|1.624000000000000000e+06|4.929692307692307513e+05|5.241435897435896914e+05|5.571825396825396456e+05|5.963292134831460426e+05|6.303438596491228091e+05|6.708623188405797118e+05|7.141679012345678639e+05|7.607802139037433080e+05|8.107744075829383219e+05|8.650840000000000000e+05|9.238515999999999767e+05|9.864111999999999534e+05|1.051666800000000047e+06|1.121510800000000047e+06|1.195346000000000000e+06|1.271179599999999860e+06|1.351007199999999953e+06|1.432830000000000000e+06|1.518644799999999814e+06|1.605460399999999907e+06|1.695270799999999814e+06|1.788074799999999814e+06|1.883873199999999953e+06|1.982666399999999907e+06|2.038761904761904618e+06|2.140510638297872152e+06|2.245486486486486159e+06|2.319714285714285448e+06|2.430538461538461503e+06|2.539679012345678639e+06|2.494999999999999534e+06|2.609909090909090824e+06|2.726714285714285448e+06|2.846678571428571362e+06|2.964515151515151374e+06|3.083216216216215864e+06|3.207180180180179887e+06|3.281549618320610374e+06|3.249124999999999534e+06|3.035000000000000000e+06
1.002100000000000126e-03|1.203440499999999780e+01|4.030698199999999360e+02|2.686909119999999803e+03|9.014321599999999307e+03|2.198579039999999804e+04|4.396349599999999191e+04|7.680227199999998265e+04|1.215608499999999767e+05|1.778133039999999746e+05|2.476323679999999586e+05|2.483619999999999345e+04|3.706525352112675318e+04|5.295266399999998976e+04|7.301739199999999255e+04|9.810825999999998021e+04|1.290430419999999867e+05|1.662414859999999753e+05|2.106207359999999753e+05|2.626803719999999739e+05|3.229188399999999674e+05|4.653404199999999255e+05|4.653404199999999255e+05|5.479245399999999208e+05|6.376914399999999441e+05|7.363423799999998882e+05|8.402857599999998929e+05|9.560930199999999022e+05|9.552499999999995343e+05|1.110137872340425150e+06|1.678809999999999709e+05|1.956112499999999709e+05|2.271376699029125739e+05|2.628569999999999418e+05|3.026746969696969027e+05|3.472957399999999325e+05|3.960709999999999418e+05|4.493344999999999418e+05|5.069879199999999255e+05|5.689304199999999255e+05|6.360594799999998650e+05|7.077771999999999534e+05|7.853806399999998976e+05|8.686706399999998976e+05|9.571492999999999302e+05|1.051314519999999786e+06|1.152062939999999944e+06|1.256807159999999916e+06|1.368535419999999925e+06|1.485253179999999702e+06|1.603975139999999898e+06|1.731673159999999683e+06|1.779299999999999534e+06|1.908899999999999534e+06|2.043920833333333023e+06|2.058403124999999534e+06|1.939396774193547899e+06|2.087039999999999534e+06|2.249538202247190755e+06|2.465609565217390656e+06|1.625200000000000698e+06|4.928776923076921958e+05|5.240507692307691323e+05|5.570866666666665114e+05|5.962306741573032923e+05|6.302410526315788738e+05|6.707554347826085286e+05|7.140562962962961756e+05|7.606642245989303337e+05|8.106531279620851856e+05|8.649881999999999534e+05|9.237491799999999348e+05|9.863017599999998929e+05|1.051550139999999898e+06|1.121386339999999851e+06|1.195213299999999814e+06|1.271038579999999842e+06|1.350857559999999823e+06|1.432671499999999767e+06|1.518477039999999804e+06|1.605283419999999925e+06|1.695084339999999851e+06|1.787878539999999804e+06|1.883666859999999870e+06|1.982449719999999739e+06|2.038399999999999534e+06|2.140136170212765690e+06|2.245110810810810421e+06|2.319299999999999534e+06|2.430115384615384042e+06|2.539262962962962687e+06|2.494499999999999534e+06|2.609454545454544947e+06|2.726249999999999534e+06|2.846212499999999534e+06|2.964040909090908710e+06|3.082727027027026750e+06|3.206689189189188648e+06|3.281077099236640614e+06|3.248631249999999534e+06|3.166000000000000000e+06
1.034999999999999896e-03|1.147675000000000267e+01|3.837970000000000823e+02|2.560152000000000498e+03|8.596360000000002401e+03|2.097984000000000378e+04|4.198160000000000582e+04|7.339120000000001164e+04|1.162475000000000146e+05|1.701884000000000233e+05|2.371728000000000466e+05|2.274000000000000000e+04|3.448422535211268405e+04|5.064440000000000873e+04|6.984320000000001164e+04|9.385100000000001455e+04|1.234507000000000262e+05|1.590581000000000349e+05|2.015456000000000349e+05|2.514062000000000407e+05|3.091140000000000582e+05|4.456070000000000582e+05|4.456070000000000582e+05|5.248090000000001164e+05|6.109240000000001164e+05|7.056730000000001164e+05|8.055960000000001164e+05|9.168170000000001164e+05|1.035000264281358221e+06|1.018297872340425733e+06|5.814999999999977881e+05|1.816875000000000582e+05|2.120611650485437422e+05|2.465166666666667152e+05|2.850449494949495420e+05|3.331290000000000582e+05|3.799500000000000582e+05|4.310750000000000582e+05|4.864320000000000582e+05|5.459070000000001164e+05|6.103580000000001164e+05|6.792200000000001164e+05|7.537440000000001164e+05|8.337440000000001164e+05|9.187550000000001164e+05|1.009242000000000116e+06|1.106049000000000233e+06|1.206786000000000233e+06|1.314257000000000233e+06|1.426553000000000233e+06|1.540919000000000233e+06|1.663886000000000233e+06|1.777062482283863472e+06|1.782000000000000000e+06|1.917347222222222714e+06|1.924818181818181882e+06|1.805774193548387615e+06|1.946666666666666977e+06|2.101303370786517393e+06|2.302826086956522427e+06|1.967178232286340790e+06|8.227546218487371225e+05|4.935128205128206173e+05|5.255444444444444962e+05|5.638112359550562687e+05|5.964175438596492168e+05|6.355905797101450153e+05|6.773382716049384326e+05|7.225037433155081235e+05|7.707521327014219714e+05|8.334700000000001164e+05|8.900530000000001164e+05|9.502960000000001164e+05|1.013169000000000116e+06|1.080439000000000233e+06|1.151555000000000233e+06|1.224643000000000233e+06|1.301626000000000233e+06|1.380525000000000233e+06|1.463284000000000233e+06|1.547057000000000233e+06|1.633739000000000233e+06|1.723309000000000233e+06|1.815781000000000233e+06|1.911162000000000233e+06|1.921333333333333489e+06|2.016936170212766388e+06|2.121513513513514306e+06|2.186566666666666977e+06|2.290923076923077460e+06|2.402382716049382929e+06|2.517326530612245668e+06|2.464173913043478504e+06|2.573500000000000466e+06|2.692875000000000931e+06|2.808015151515152305e+06|2.921783783783784602e+06|3.045153153153153602e+06|3.125618320610687602e+06|3.183452538631347008e+06|3.101000000000000000e+06
1.069000000000000072e-03|1.090044999999999931e+01|3.638797999999999888e+02|2.429156799999999748e+03|8.164423999999999069e+03|1.994025599999999758e+04|3.993343999999999505e+04|6.986607999999998719e+04|1.107565000000000000e+05|1.623085599999999977e+05|2.263635199999999895e+05|2.089297297297296973e+04|3.181690140845069982e+04|4.825895999999999913e+04|6.656287999999999010e+04|8.945139999999999418e+04|1.176713799999999901e+05|1.516345399999999790e+05|1.921670399999999790e+05|2.397550799999999872e+05|2.948475999999999767e+05|4.252137999999999884e+05|4.252137999999999884e+05|5.009205999999999767e+05|5.832615999999999767e+05|6.739781999999999534e+05|7.697463999999999069e+05|8.762277999999999302e+05|9.894987395812156610e+05|9.332571428571426077e+05|8.774043895747599890e+05|1.681949152542373049e+05|1.964805825242718274e+05|2.296299999999999709e+05|2.668257575757575687e+05|3.184885999999999767e+05|3.632900000000000000e+05|4.122050000000000000e+05|4.651887999999999884e+05|5.221137999999999884e+05|5.837971999999999534e+05|6.497080000000000000e+05|7.210495999999999767e+05|7.976495999999999767e+05|8.790770000000000000e+05|9.657627999999999302e+05|1.058496599999999860e+06|1.155092399999999907e+06|1.258163799999999814e+06|1.365890199999999953e+06|1.475754599999999860e+06|1.593832399999999907e+06|1.703018343794290209e+06|1.668054054054053966e+06|1.786541666666666511e+06|1.903912043301759055e+06|1.923756097560975468e+06|1.807857142857142491e+06|1.948112359550561290e+06|2.134600000000000000e+06|1.883233747260774253e+06|1.708824352694191737e+06|4.652878048780487152e+05|4.939529411764704855e+05|5.303078651685392251e+05|5.614631578947367379e+05|5.992499999999998836e+05|6.393925925925925840e+05|6.830673796791442437e+05|7.295170616113743745e+05|8.008980000000000000e+05|8.552301999999999534e+05|9.130863999999999069e+05|9.735045999999999767e+05|1.038122599999999977e+06|1.106437000000000000e+06|1.176696199999999953e+06|1.250748399999999907e+06|1.326635000000000000e+06|1.406245599999999860e+06|1.486883799999999814e+06|1.570342599999999860e+06|1.656580599999999860e+06|1.745625399999999907e+06|1.837490799999999814e+06|1.879146494867875008e+06|1.901599999999999767e+06|1.993783783783783903e+06|2.094948539638386341e+06|2.161317073170731310e+06|2.260925925925925374e+06|2.373925170068027452e+06|2.481754402224281337e+06|2.432400000000000000e+06|2.542779661016948987e+06|2.649042857142857276e+06|2.755459459459459409e+06|2.878216216216215864e+06|2.964961832061068621e+06|3.036344370860926807e+06|3.036000000000000000e+06
1.069100000000000128e-03|1.089875499999999775e+01|3.638212199999999257e+02|2.428771519999999327e+03|8.163153599999998733e+03|1.993719839999999749e+04|3.992741599999999744e+04|6.985571199999998498e+04|1.107403499999999767e+05|1.622853839999999618e+05|2.263317279999999737e+05|2.088754054054053631e+04|3.180905633802816010e+04|4.825194399999998859e+04|6.655323199999998906e+04|8.943845999999999185e+04|1.176543819999999832e+05|1.516127059999999765e+05|1.921394559999999765e+05|2.397208119999999763e+05|2.948056399999999558e+05|4.251538199999999488e+05|4.251538199999999488e+05|5.008503399999999092e+05|5.831802399999998743e+05|6.738849799999998650e+05|7.696409599999998463e+05|8.761084199999999255e+05|9.893649115673915949e+05|9.330228571428568102e+05|8.773379972565157805e+05|1.681594915254237130e+05|1.964347572815533495e+05|2.295803333333332557e+05|2.667721717171716737e+05|3.184455399999999790e+05|3.632409999999999418e+05|4.121494999999999418e+05|4.651263199999999488e+05|5.220438199999999488e+05|5.837190799999999581e+05|6.496211999999999534e+05|7.209534399999999441e+05|7.975434399999999441e+05|8.789602999999999302e+05|9.656349199999999255e+05|1.058356739999999758e+06|1.154940359999999870e+06|1.257998819999999832e+06|1.365711779999999795e+06|1.475562939999999711e+06|1.593626359999999870e+06|1.702800566916379612e+06|1.667718918918918585e+06|1.786156944444444031e+06|1.903576454668470658e+06|1.923390243902438786e+06|1.807499999999999534e+06|1.947661797752808081e+06|2.134105217391304206e+06|1.882986851716581266e+06|1.708689293212036369e+06|4.652060975609755260e+05|4.938738235294116312e+05|5.302093258426964749e+05|5.613603508771928027e+05|5.991431159420288168e+05|6.392809876543208957e+05|6.829513903743313858e+05|7.293957819905212382e+05|8.008021999999999534e+05|8.551277799999999115e+05|9.129769599999998463e+05|9.733879399999998277e+05|1.037998139999999898e+06|1.106304299999999814e+06|1.176555179999999935e+06|1.250598759999999776e+06|1.326476499999999767e+06|1.406077839999999851e+06|1.486706819999999832e+06|1.570156139999999898e+06|1.656384339999999851e+06|1.745419059999999823e+06|1.837274119999999646e+06|1.878931426075562136e+06|1.901279999999999767e+06|1.993408108108107932e+06|2.094599443671765737e+06|2.160941463414633647e+06|2.260509876543208957e+06|2.373503401360544376e+06|2.481355885078776162e+06|2.431997777777777519e+06|2.542377966101694852e+06|2.648644285714285448e+06|2.754970270270270295e+06|2.877725225225224625e+06|2.964489312977098860e+06|3.035911699779248796e+06|3.125000000000000000e+06
1.208000000000000089e-03|8.544399999999999551e+00|2.824535999999999945e+02|1.893617599999999584e+03|6.398567999999999302e+03|1.569019199999999910e+04|3.156007999999999447e+04|5.545455999999999767e+04|8.830799999999998545e+04|1.300939199999999837e+05|1.821726399999999558e+05|2.064131806496845093e+05|2.292766871165643533e+04|3.850671999999999389e+04|5.315215999999998894e+04|7.146479999999998836e+04|9.404415999999998894e+04|1.212852799999999843e+05|1.538252799999999697e+05|1.921225599999999686e+05|2.365231999999999825e+05|3.418415999999999767e+05|3.418415999999999767e+05|4.032591999999999534e+05|4.701711999999999534e+05|5.444023999999999069e+05|6.231847999999999302e+05|7.102895999999998603e+05|8.034778003659279784e+05|8.420623421639018925e+05|8.940739457338998327e+05|7.987997364953885553e+05|1.464526315789473301e+05|1.714635838150288619e+05|1.948008403361344535e+05|2.586351999999999534e+05|2.951800000000000000e+05|3.350599999999999418e+05|3.783415999999999767e+05|4.248415999999999767e+05|4.752103999999999651e+05|5.290560000000000000e+05|5.873871999999999534e+05|6.500871999999999534e+05|7.168640000000000000e+05|7.880095999999998603e+05|8.640911999999999534e+05|9.437567999999998137e+05|1.028841599999999860e+06|1.117886399999999907e+06|1.209347199999999953e+06|1.307436799999999814e+06|1.400308483498683665e+06|1.442177634961439529e+06|1.481739669421487721e+06|1.478807692307692021e+06|1.574016021361815510e+06|1.678466403162055183e+06|1.685606060606060317e+06|1.586259842519684928e+06|1.582922580645161215e+06|1.525312883435582742e+06|1.555185159972770605e+06|1.573615076717811869e+06|8.559000000000016298e+05|4.447370078740156023e+05|4.742707006369425217e+05|5.027671957671957207e+05|5.315189189189188182e+05|5.609383886255923426e+05|6.677360000000000000e+05|7.128663999999999069e+05|7.609647999999999302e+05|8.113471999999999534e+05|8.651231999999999534e+05|9.219840000000000000e+05|9.806783999999999069e+05|1.042748799999999930e+06|1.106320000000000000e+06|1.173059199999999953e+06|1.240881599999999860e+06|1.311163199999999721e+06|1.383779199999999953e+06|1.458812799999999814e+06|1.536305599999999860e+06|1.580200873553177342e+06|1.616584264085381059e+06|1.655003170942634577e+06|1.661000000000000000e+06|1.747459183673468884e+06|1.828731707317072898e+06|1.890666666666666511e+06|1.982916666666666279e+06|2.061377952755905222e+06|2.167341263330598827e+06|2.269746728252501693e+06|2.367215715344699565e+06|2.317637096774192993e+06|2.410304054054053966e+06|2.482248366013071500e+06|2.549000000000000000e+06
1.366000000000000027e-03|5.866300000000000736e+00|1.898972000000000264e+02|1.284875199999999950e+03|4.391335999999999331e+03|1.085918400000000111e+04|2.204215999999999985e+04|3.907312000000000262e+04|6.279100000000000000e+04|9.347583999999999651e+04|1.319412799999999988e+05|1.607375555036223377e+05|2.015456131349409989e+05|2.742143999999999869e+04|3.790831999999999971e+04|5.101960000000000582e+04|6.718732000000000698e+04|8.678755999999999767e+04|1.102425599999999977e+05|1.379791199999999953e+05|1.702263999999999942e+05|2.470731999999999825e+05|2.470731999999999825e+05|2.922483999999999651e+05|3.416224000000000233e+05|3.971147999999999884e+05|4.565896000000000349e+05|5.216691999999999534e+05|5.920295385240903124e+05|6.386847734587769955e+05|6.937202353710363386e+05|7.517379891035165638e+05|7.049302325581394834e+05|7.515748048261178192e+05|1.489941176470588252e+05|1.906003999999999942e+05|2.177600000000000000e+05|2.473700000000000000e+05|2.796231999999999534e+05|3.142732000000000116e+05|3.517807999999999884e+05|3.919120000000000000e+05|4.354544000000000233e+05|4.823544000000000233e+05|5.324780000000000000e+05|5.859591999999999534e+05|6.431123999999999069e+05|7.035335999999999767e+05|7.681731999999999534e+05|8.359828000000000466e+05|9.065244000000000233e+05|9.818935999999999767e+05|1.056221016400081106e+06|1.108712339331619442e+06|1.161822314049586887e+06|1.224042135030046105e+06|1.285710004833252868e+06|1.352792656587473117e+06|1.373164705882352777e+06|1.464922651933701942e+06|1.461648148148147855e+06|1.555187835420393385e+06|1.371880239520958159e+06|1.385352941176470602e+06|1.288527394839165732e+06|1.491777234326367266e+06|1.488422870756402612e+06|7.671633165829144418e+05|4.210612612612613011e+05|4.516949416342412005e+05|5.163720000000000000e+05|5.510428000000000466e+05|5.880495999999999767e+05|6.270244000000000233e+05|6.684764000000000233e+05|7.123180000000000000e+05|7.578668000000000466e+05|8.063175999999999767e+05|8.558900000000000000e+05|9.079983999999999069e+05|9.612531999999999534e+05|1.016556399999999907e+06|1.073688399999999907e+06|1.132795600000000093e+06|1.193951199999999953e+06|1.240392181699060835e+06|1.284035244477537926e+06|1.329802825021620141e+06|1.377928057553956984e+06|1.426053702901689103e+06|1.476747805734347785e+06|1.511250000000000000e+06|1.580620689655172173e+06|1.665321116928446805e+06|1.709355555555555504e+06|1.796671232876712456e+06|1.876105960264900699e+06|1.995318233295583166e+06|2.066458125848800410e+06|2.138765790944661945e+06|2.079000000000000000e+06
1.366100000000000083e-03|5.864605000000000068e+00|1.898386200000000201e+02|1.284489919999999756e+03|4.390065599999999904e+03|1.085612639999999919e+04|2.203613599999999497e+04|3.906275199999999313e+04|6.277484999999999127e+04|9.345266399999998976e+04|1.319094879999999830e+05|1.607086468801121810e+05|2.015158029758850462e+05|2.741442399999999543e+04|3.789867199999999139e+04|5.100665999999999622e+04|6.717032199999998556e+04|8.676572599999998056e+04|1.102149759999999806e+05|1.379448519999999844e+05|1.701844399999999732e+05|2.470132199999999721e+05|2.470132199999999721e+05|2.921781399999999558e+05|3.415410399999999790e+05|3.970215799999999581e+05|4.564841599999999162e+05|5.215498199999999488e+05|5.918957105102662463e+05|6.385560534785836935e+05|6.935934292252368759e+05|7.516165428429914173e+05|7.048566279069766169e+05|7.514990773598295636e+05|1.489651260504201346e+05|1.905573399999999674e+05|2.177109999999999709e+05|2.473144999999999709e+05|2.795607199999999721e+05|3.142032199999999721e+05|3.517026799999999348e+05|3.918251999999999534e+05|4.353582399999999325e+05|4.822482399999999325e+05|5.323612999999999302e+05|5.858313199999999488e+05|6.429725399999998044e+05|7.033815599999999395e+05|7.680082199999999721e+05|8.358043799999998882e+05|9.063327399999998743e+05|9.816875599999998230e+05|1.056003239522170275e+06|1.108501285347043537e+06|1.161619834710743744e+06|1.223842700600918848e+06|1.285516191396810114e+06|1.352604751619870309e+06|1.372965882352940738e+06|1.464718232044199016e+06|1.461416666666666279e+06|1.554942754919498926e+06|1.371773053892215481e+06|1.385251764705882408e+06|1.288547896783315577e+06|1.491710982658959460e+06|1.488430017867778428e+06|7.685100502512569074e+05|4.209913513513513608e+05|4.516268093385213288e+05|5.162761999999999534e+05|5.509403799999998882e+05|5.879401599999999162e+05|6.269077399999999907e+05|6.683519399999999441e+05|7.121852999999999302e+05|7.577257799999999115e+05|8.061679599999998463e+05|8.557314999999998836e+05|9.078306399999998976e+05|9.610762199999999721e+05|1.016369939999999944e+06|1.073492139999999898e+06|1.132589259999999776e+06|1.193734520000000019e+06|1.240177112906747963e+06|1.283824770414494909e+06|1.329597002017872408e+06|1.377726618705035886e+06|1.425856647899523377e+06|1.476554710356933996e+06|1.511024999999999767e+06|1.580409195402298588e+06|1.665102966841186630e+06|1.709082962962962687e+06|1.796408904109588824e+06|1.875846357615893940e+06|1.995039637599093840e+06|2.066180172023539897e+06|2.138489100055896677e+06|2.212000000000000000e+06
